PKP4,0.000376733
MAP3K9,0.0002762794
NEFM,0.0002135667
PLK2,0.0001980486
FGF10,0.0001941865
ETV1,0.0001932833
SCN1A,0.0001886507
SLIT2,0.0000348
PRKCB,0.0000268
ATXN1,0.0000257
NEFL,0.0000206
MSX1,0.0000184
AMFR,0.0000165
SATB2,0.0000163
TUBB4B,0.0000158
CD93,0.000015
PPP3CA,0.0000141
DMD,0.0000136
SERPINE1,0.0000129
ITPR1,0.0000127
COL5A2,0.0000125
ITM2A,0.0000123
RTN1,0.000011
PRKAR2B,0.0000103
NELL1,0.00000991
GABBR2,0.00000987
MXRA5,0.00000915
RB1CC1,0.00000882
FEZF2,0.00000861
ATP6V1G2,0.00000856
AEBP1,0.00000812
ISLR,0.00000691
F13A1,0.00000677
DUSP6,0.00000642
CNR1,0.00000582
CYP26B1,0.0000054
PLCB1,0.00000539
LTF,0.00000531
NOV,0.00000505
CHRM5,0.00000496
RALYL,0.00000496
TH,0.00000481
MYT1L,0.00000472
RGS4,0.00000467
S100A8,0.00000466
CABP1,0.00000431
VSNL1,0.00000406
SCN3A,0.0000039
LDB2,0.00000377
NEFH,0.00000376
RCAN2,0.00000369
KCNS1,0.00000367
CRYM,0.00000364
RGS7,0.00000359
TRIM36,0.00000354
CHL1,0.00000351
KIAA0368,0.00000325
SERPINI1,0.00000313
SYNGR3,0.00000313
TAC1,0.00000274
PTPRN2,0.00000228
SLC1A1,0.00000212
CACNG3,0.00000203
PCSK2,0.00000203
TRHR,0.00000189
AK5,0.00000182
POSTN,0.00000166
SACS,0.00000153
EFR3A,0.00000142
WIF1,0.00000118
GPC3,0.00000116
NDRG4,0.00000114
NETO2,0.00000113
TENM1,0.00000113
CLDN10,0.00000109
CUX2,0.00000107
HAO2,0.000000985
ANO3,0.000000843
IDS,0.000000799
TESPA1,0.000000563
FAM65B,0.000000533
SNX10,0.000000516
NPAS4,0.000000461
MT1F,0.000000456
VGLL3,0.000000418
MAN1A1,0.000000333
LBH,0.000000309
RFK,0.000000308
SCG3,0.000000266
HIST1H2AM,0.000000251
FRY,0.00000015
TMEM14A,0.000000138
MCHR2,0.000000109
TRABD2A,0.000000104
SLC22A8,0.000000026
FREM3,2.28E-08
